CID,CIDint,IDSURVEY,TYPE,FIELD,zHD,zHDERR,z,zERR,HOST_LOGMASS,HOST_LOGMASS_ERR,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RA,DECL,TGAPMAX,MU,MUERR,MUERR_NOSIGMB,MURES,MUPULL,sbar,cbar,ERRCODE,Unnamed: 41
2004ef,2004,64,0,,0.03002413548529148,1e-05,0.030969999999999998,1e-05,10.974,0.03,41.6755,38.4722,35.7053,53265.085999999996,0.47600000000000003,-1.77974,0.1941,0.106,0.0347364,16.679841972200002,0.048336800000000006,0.0038200388765400003,0.00017864099999999997,0.000293963,-7.6106500000000006e-06,-4.7235699999999996e-06,10,3.2522,0.987,340.541748,19.994410000000002,19.994410000000002,,35.4292,0.0833,0.0833,-0.23399999999999999,-2.807,-1.5590000000000002,0.026000000000000002,0
2005am,2005,64,0,,0.008216810412704945,1e-05,0.0066,1e-05,9.702,3.7310000000000003,76.9301,71.4286,66.6667,53436.414000000004,0.184,-1.90698,0.045365800000000005,0.040662000000000004,0.028874,13.3871763722,0.0464323,0.0792741424381,0.00349219,-0.000101759,6.85323e-07,-7.816810000000001e-05,57,68.8926,0.155,139.05453500000002,-16.30444,-16.30444,,32.3213,0.0616,0.0616,0.055,0.895,-1.915,0.062,0
2005cf,2005,64,0,,0.00696878507733345,1e-05,0.00648,1e-05,8.695,4.484,111.1077,100.0,100.0,53534.184,0.036000000000000004,-0.103519,0.048889800000000004,-0.0172875,0.029745099999999997,12.9991280574,0.0657908,0.11332638596200001,0.00710944,2.1192899999999998e-05,-3.231e-06,-0.000166787,52,61.7015,0.1679,230.384277,-7.413239999999999,-7.413239999999999,,32.3654,0.0573,0.0573,0.139,2.431,-0.11599999999999999,0.031,0
2005dv,2005,64,0,,0.01063,1e-05,0.0104,1e-05,9.988999999999999,3.636,71.4286,62.4817,52.6296,53601.133,0.905,3.9825,1.6378,-0.0595293,0.0421833,14.5616767677,0.1325,0.026874440188,0.003544,-0.014764600000000001,-0.00636766,-2.88457e-05,14,15.1854,0.4381,205.268661,67.672089,67.672089,,34.6309,0.4346,0.4346,1.371,3.155,-0.932,0.013999999999999999,1
2005el,2005,64,0,,0.015220358967781069,1e-05,0.01488,1e-05,10.93,3.085,111.1067,100.0174,100.0,53646.828,0.057,-1.3757,0.0346224,-0.0812778,0.0327176,14.601618628099999,0.0749428,0.0259040926028,0.00182178,-0.000248756,6.6926999999999995e-06,-4.93775e-05,98,179.3663,1.40119e-06,77.953102,5.19422,5.19422,,33.9881,0.0587,0.0587,-0.057999999999999996,-0.992,-1.365,-0.10300000000000001,64
2005eq,2005,64,0,,0.02762594260275364,1e-05,0.0284,1e-05,10.918,0.499,76.9303,71.433,66.6766,53654.777,0.091,1.2704,0.0782588,0.010671,0.0286346,16.0596517195,0.0514953,0.00676304203497,0.000333507,-0.000380833,1.02693e-06,-7.64719e-06,66,46.0239,0.9765,47.20565,-7.0334,-7.0334,,35.5316,0.0595,0.0595,0.061,1.022,1.239,0.034,0
2005eu,2005,64,0,,0.03522401303052902,1e-05,0.03553,1e-05,-1.0,0.0,49.9845,47.6251,22.2226,53660.715,0.10800000000000001,0.8871,0.1022,-0.061507400000000004,0.0362359,16.2084979015,0.08394960000000001,0.0058965714845,0.000475983,9.98101e-05,-1.7227500000000001e-06,-1.4911400000000001e-05,65,122.2615,3.15519e-05,36.930161,28.176861,28.176861,,35.8505,0.059,0.059,-0.11900000000000001,-2.021,0.937,-0.106,64
2005ew,2005,64,0,,0.00202,1e-05,0.0025,1e-05,-1.0,0.0,100.0,83.3508,76.9159,53636.227,0.46299999999999997,1.9752,0.3972,-0.14190899999999998,0.115,12.846750330299999,0.3224,0.13038418833100002,0.0465355,-0.00166297,-0.00154993,-0.00669757,22,22.5632,0.4865,54.848949,35.04705,35.04705,,32.8906,0.1131,0.1131,2.739,24.218000000000004,-6.494,1.285,0
2005hc,2005,64,0,,0.045957401394844055,1e-05,0.04589,1e-05,10.620999999999999,0.132,45.4588,43.4818,39.9846,53668.305,0.142,0.4219,0.1204,-0.00244026,0.027851400000000002,17.1597582651,0.0346648,0.00245534938894,8.19393e-05,-6.2723e-05,-7.528619999999999e-07,-1.8500599999999996e-06,54,73.2792,0.050263300000000004,29.199789000000003,-0.21373000000000003,-0.21373000000000003,,36.5535,0.0642,0.0642,0.013000000000000001,0.2,0.415,0.002,0
2005hf,2005,64,0,,0.04330330714583397,1e-05,0.04311,1e-05,11.154000000000002,0.017,41.6717,35.7115,34.4861,53664.094000000005,0.731,-1.93157,0.1972,-0.0627883,0.0478783,17.0287434786,0.0851932,0.00277011145277,0.00022825799999999998,-0.00189048,1.54545e-05,-1.11817e-05,29,17.4385,0.9669,21.77496,19.116899,19.116899,,36.2802,0.0766,0.0766,-0.12,-1.5730000000000002,-1.8219999999999998,-0.138,0
2005hj,2005,64,0,,0.05679946020245553,1e-05,0.057420000000000006,1e-05,10.009,0.013000000000000001,47.6265,41.681,41.6765,53672.875,0.6970000000000001,2.2662,0.3362,-0.03754,0.0314876,17.4260720851,0.0409851,0.0019211747158699999,7.30264e-05,-0.000486455,2.8932799999999998e-06,-1.8753400000000001e-06,27,33.7875,0.1723,21.701651000000002,-1.23814,-1.23814,,37.1869,0.0827,0.0827,0.142,1.7109999999999999,1.944,0.005,0
2005iq,2005,64,0,,0.03353433310985565,1e-05,0.0337,1e-05,10.66,4.0280000000000005,50.0,43.4713,38.4506,53687.82,0.146,-1.12129,0.1146,-0.07006,0.0276122,16.5739387072,0.0322679,0.00421133683326,0.000127536,-9.545159999999999e-05,-5.91041e-07,-3.0209800000000003e-06,40,30.0906,0.8955,359.63510099999996,-18.70916,-18.70916,,35.9613,0.0629,0.0629,0.11,1.755,-1.1840000000000002,-0.026000000000000002,0
2005ir,2005,64,0,,0.07528,1e-05,0.07633,1e-05,10.56,0.005,31.2422,31.2401,23.2516,53683.293,0.867,2.7618,0.6337,-0.0159435,0.0359379,18.167383931099998,0.0413854,0.0009706517315200001,3.64488e-05,0.00048349900000000003,-2.05606e-06,-9.39081e-07,16,29.1801,0.0227497,19.182479999999998,0.79469,0.79469,,37.9306,0.1251,0.1251,0.23800000000000002,1.903,1.899,0.027999999999999997,0
2005kc,2005,64,0,,0.014416665770113468,1e-05,0.013859999999999999,1e-05,11.093,0.439,66.6622,52.6497,52.6316,53697.859000000004,0.07400000000000001,-0.409811,0.0687073,0.2474,0.034165499999999994,15.4002149093,0.0841471,0.0124142009573,0.00101713,-3.85556e-05,-7.62121e-07,-2.87617e-05,27,100.9475,3.5537900000000006e-10,338.53045699999996,5.56834,5.56834,,33.9031,0.0607,0.0607,0.013000000000000001,0.207,-0.413,0.251,64
2005ke,2005,64,0,,0.00381,1e-05,0.0042,1e-05,10.317,2.708,71.4126,58.8294,58.8269,53699.105,0.062,-1.52806,0.061554,0.67,0.0361218,14.8983,0.0455194,0.0197098,0.0008439,-8.572790000000001e-05,-8.507139999999999e-07,-1.9036e-06,43,2333.6152,0.0,53.76815,-24.944151,-24.944151,,31.9345,0.1193,0.1193,0.653,5.468999999999999,-1.567,0.851,66
2005ki,2005,64,0,,0.02033822424709797,1e-05,0.019459999999999998,1e-05,10.889000000000001,0.195,66.6709,66.6708,28.5739,53705.344000000005,0.087,-1.6449599999999998,0.060167099999999994,-0.06793510000000001,0.030052099999999995,15.3253121154,0.0365838,0.0133011868836,0.00045389800000000005,-0.000149139,-2.23023e-06,-1.09305e-05,33,29.4478,0.6447,160.11758400000002,9.20228,9.20228,,34.6328,0.0691,0.0691,-0.003,-0.038,-1.6440000000000001,-0.069,0
2005ls,2005,64,0,,0.02059,1e-05,0.02121,1e-05,10.527999999999999,0.047,83.3505,71.4379,62.5148,53715.168,0.204,0.738,0.1304,0.3571,0.0317683,16.0525472013,0.0655164,0.00680746104635,0.000444958,-4.63055e-05,4.11618e-07,-1.14144e-05,27,45.5861,0.019226499999999997,43.566311,42.724758,42.724758,,34.376,0.0617,0.0617,-0.449,-7.284,1.0290000000000001,0.201,2
2005lu,2005,64,0,,0.03190722316503525,1e-05,0.03224,1e-05,-1.0,0.0,52.6491,45.4595,29.4098,53711.390999999996,2.211,0.5637,0.5482,0.1409,0.1188,16.9620087,0.1943,0.00294573149808,0.000593104,0.0132921,-5.1245699999999996e-05,-4.41999e-05,21,13.2517,0.9259,39.015640000000005,-17.26375,-17.26375,,35.9313,0.2865,0.2865,0.179,0.625,0.521,0.196,0
2005lz,2005,64,0,,0.041320350021123886,1e-05,0.04,1e-05,10.331,4.652,55.5455,52.6341,47.6257,53736.085999999996,0.152,-1.1966299999999999,0.1357,0.0862725,0.032256,17.4225143246,0.0620561,0.00192742301107,0.00011881600000000001,-0.000116715,-1.5566100000000001e-06,-2.96279e-06,31,60.3724,0.00121983,32.707198999999996,34.982731,34.982731,,36.3148,0.0696,0.0696,0.08,1.157,-1.26,0.11199999999999999,64
2005mc,2005,64,0,,0.026335274800658226,1e-05,0.02515,1e-05,10.890999999999998,0.474,71.4134,66.6479,62.4929,53733.84,0.161,-2.67613,0.1234,0.2362,0.0305096,17.0334383406,0.04164880000000001,0.0027580768631700003,0.000111321,-7.74546e-05,-8.249679999999999e-07,-2.64759e-06,30,52.257,0.00984345,126.776154,21.646279999999997,21.646279999999997,,35.2538,0.0697,0.0697,0.051,0.73,-2.7039999999999997,0.256,64
2005M,2005,64,0,,0.025516118854284286,1e-05,0.023,1e-05,10.112,0.033,52.625,41.6637,22.7293,53403.582,0.915,1.8646,0.3879,0.2234,0.0471826,15.970026913900002,0.0577567,0.0073451947243900004,0.000410445,0.00294969,-2.80576e-05,-1.7662200000000002e-05,1,14.0692,0.000880858,144.384827,23.200609,23.200609,,34.8657,0.1022,0.1022,-0.14,-1.367,2.08,0.172,64
2005ms,2005,64,0,,0.02663096785545349,1e-05,0.0259,1e-05,10.635,0.138,83.3475,76.9347,76.9256,53744.191,0.065,0.4133,0.08001760000000001,-0.028917900000000003,0.026872399999999998,15.9036898957,0.035740499999999994,0.00780802838689,0.000264132,-4.1332200000000004e-05,-2.42392e-06,-5.80363e-06,26,30.9504,0.2301,132.309677,36.129639000000005,36.129639000000005,,35.3783,0.0595,0.0595,0.11199999999999999,1.876,0.371,0.016,0
2005mz,2005,64,0,,0.017118949443101883,1e-05,0.0176,1e-05,10.939,0.596,71.4455,71.4345,66.6845,53745.460999999996,0.08800000000000001,-2.93214,0.0743814,0.2424,0.038565499999999996,16.1747229248,0.099498,0.0060827313381,0.000592229,-0.000285738,6.792959999999999e-07,-1.90307e-05,43,242.4862,2.98511e-29,49.957958000000005,41.505241,41.505241,,34.34,0.0688,0.0688,-0.075,-1.097,-2.908,0.222,64
2005na,2005,64,0,,0.02706935256719589,1e-05,0.026289999999999997,1e-05,11.550999999999998,2.938,76.9375,71.4147,58.8155,53741.460999999996,0.45299999999999996,-0.41760600000000003,0.1068,-0.0314872,0.0321055,15.819246751400001,0.0605341,0.00843895590486,0.00048818699999999995,-0.00043806199999999997,9.20468e-06,-1.23631e-05,27,43.0958,0.034069999999999996,105.402748,14.13299,14.13299,,35.1856,0.0653,0.0653,-0.114,-1.749,-0.37,-0.077,0
2006ac,2006,64,0,,0.02385568432509899,1e-05,0.0233,1e-05,10.981,0.096,71.4254,66.6603,58.8265,53781.848,0.08800000000000001,-1.03173,0.06899910000000001,0.0521779,0.026351799999999998,15.924652215999998,0.0307121,0.00765853080724,0.00022396900000000002,-3.93114e-05,-1.38756e-06,-5.28629e-06,49,69.3327,0.0364543,190.437057,35.068871,35.068871,,34.9456,0.0567,0.0567,-0.087,-1.536,-1.005,0.013999999999999999,0
2006ah,2006,64,0,,0.05097,1e-05,0.05,1e-05,-1.0,0.0,31.2521,23.8125,9.8996,53774.703,2.086,-0.648772,0.4093,0.0900118,0.1173,17.9672452233,0.2243,0.00116710287931,0.000280405,0.000223437,-6.766089999999999e-07,-4.1867400000000003e-07,15,26.6178,0.0459313,206.556427,-9.131089999999999,-9.131089999999999,,36.9245,0.4485,0.4485,0.191,0.426,-0.6709999999999999,0.13,0
2006ak,2006,64,0,,0.04049113392829895,1e-05,0.0391,1e-05,11.2,0.04,50.0,43.4887,41.678,53781.676,0.71,-1.24424,0.1434,0.029572199999999996,0.0404035,16.9843059316,0.0710626,0.00288580984834,0.000200187,-0.00171309,8.89795e-06,-6.8661e-06,27,19.1352,0.8939,167.386002,28.631009999999996,28.631009999999996,,36.0456,0.0794,0.0794,-0.13699999999999998,-1.7209999999999999,-1.138,-0.03,0
2006al,2006,64,0,,0.069,1e-05,0.0678,1e-05,10.189,0.011000000000000001,38.4646,35.7101,33.3218,53787.155999999995,0.752,-1.40265,0.293,-0.0867265,0.0365384,18.1036887135,0.058075800000000004,0.00102923647471,5.53257e-05,0.000689745,-2.3187e-06,-9.51682e-07,21,14.7104,0.8744,159.867661,5.18344,5.18344,,37.5034,0.1085,0.1085,0.081,0.748,-1.486,-0.066,0
2006an,2006,64,0,,0.06849,1e-05,0.06737,1e-05,8.074,0.22699999999999998,45.4653,43.4721,40.0061,53790.539000000004,0.546,0.5902,0.217,-0.020000099999999996,0.00100437,17.864715129,0.0396836,0.00128267645651,4.93641e-05,9.121080000000001e-08,-1.22412e-06,-1.1696500000000002e-09,29,104.4664,3.6131e-10,183.661453,12.22993,12.22993,,37.3365,0.0544,0.0544,-0.07200000000000001,-1.33,0.777,-0.02,64
2006ar,2006,64,0,,0.023299794644117355,1e-05,0.02249,1e-05,10.27,0.069,76.9271,76.9231,66.6491,53813.68,0.152,-1.009,0.223,0.1116,0.027268900000000002,16.2348577032,0.030632799999999998,0.00575536449747,0.000168492,0.00110924,-6.12664e-06,-4.05203e-06,17,62.1338,9.20741e-07,159.37756299999998,65.016052,65.016052,,35.0748,0.0613,0.0613,0.11900000000000001,1.942,-1.157,0.156,64
2006ax,2006,64,0,,0.01773950643837452,1e-05,0.01798,1e-05,-1.0,0.0,66.6863,66.6452,58.8436,53827.515999999996,0.038,0.2624,0.0389421,-0.06637,0.0266884,14.7983805246,0.04196369999999999,0.0216090001059,0.0008462060000000001,-9.94207e-05,3.19871e-07,-1.7656300000000002e-05,60,89.514,0.010145900000000001,171.014297,-12.29153,-12.29153,,34.3681,0.0571,0.0571,-0.09300000000000001,-1.63,0.27699999999999997,-0.105,0
2006az,2006,64,0,,0.03173835948109627,1e-05,0.03108,1e-05,11.789000000000001,0.019,71.438,66.6766,58.8281,53826.890999999996,0.081,-1.45443,0.0458793,-0.0709312,0.0265764,16.226717251700002,0.0294883,0.00579821497097,0.000159536,-0.000127382,1.5386699999999998e-07,-3.6836199999999995e-06,85,163.5427,9.36166e-07,183.061035,56.179749,56.179749,,35.5702,0.0596,0.0596,-0.102,-1.7109999999999999,-1.435,-0.115,64
2006bb,2006,64,0,,0.02577537111938,1e-05,0.02471,1e-05,10.945,0.43799999999999994,62.5154,58.8189,52.6179,53813.905999999995,0.612,-2.23455,0.2061,-0.03740809999999999,0.0552951,16.0839617248,0.0894427,0.006613214517229999,0.000574366,0.00513017,-5.39542e-05,-2.84456e-05,15,9.3061,0.9003,128.37956200000002,41.51783,41.51783,,35.2143,0.0904,0.0904,0.052000000000000005,0.5710000000000001,-2.228,-0.012,0
2006B,2006,64,0,,0.01525,1e-05,0.01636,1e-05,10.385,0.013000000000000001,71.4286,58.8173,39.9911,53732.059,1.089,-1.11569,0.2202,0.3785,0.0756936,16.0303955667,0.1347,0.006947988844,0.000934452,-0.0007275439999999999,-2.2049699999999997e-05,-7.19062e-05,2,2.1516,0.5415,350.290863,33.400211,33.400211,,34.028,0.1135,0.1135,-0.226,-1.9869999999999999,-0.897,0.244,2
2006bd,2006,64,0,,0.02514,1e-05,0.02405,1e-05,10.931,0.43200000000000005,28.5727,23.81,12.8156,53813.445,0.7240000000000001,-2.7884599999999997,0.1704,0.3131,0.07043989999999999,17.4788531743,0.0910948,0.0018301196069100002,0.000166485,0.002559,-1.3473e-05,-8.91423e-06,19,28.6985,0.09386699999999999,174.618423,20.526239,20.526239,,35.445,0.1589,0.1589,0.342,2.154,-2.844,0.445,2
2006bk,2006,64,0,,0.04981,1e-05,0.04938,1e-05,11.581,0.452,62.4748,52.6058,29.4092,53824.785,0.552,0.7632,0.134,0.1865,0.0323455,16.8048142452,0.0483091,0.0034046215759800003,0.00016125700000000002,9.33424e-05,-3.4050699999999994e-06,-2.9904400000000005e-06,44,108.508,3.64978e-07,226.14002999999997,35.964039,35.964039,,35.6607,0.0858,0.0858,-1.046,-12.189,1.234,-0.13699999999999998,64
2006bq,2006,64,0,,0.02187160402536392,1e-05,0.02215,1e-05,10.915999999999999,0.419,83.3458,83.3425,83.3378,53848.285,0.18100000000000002,-1.7053200000000002,0.07028639999999998,0.061406600000000006,0.028490300000000003,15.957198048299999,0.0477087,0.007432572098930001,0.000340211,-7.285350000000001e-05,1.4407800000000001e-06,-7.65823e-06,50,86.445,0.00142228,279.995575,39.982319,39.982319,,34.8552,0.0586,0.0586,-0.067,-1.1420000000000001,-1.692,0.034,64
2006br,2006,64,0,,0.02563,1e-05,0.02468,1e-05,11.43,0.021,43.4814,43.4712,21.2732,53827.324,0.495,0.6346,0.3229,0.0638372,0.0319122,16.7613,0.062423599999999996,0.00354399,0.00020973,7.93572e-05,-5.01139e-05,-3.6642199999999997e-06,33,156.7558,1.1087799999999999e-17,202.507156,13.415729999999998,13.415729999999998,,35.9794,0.115,0.115,0.818,7.114,-1.203,0.18899999999999997,64
2006bt,2006,64,0,,0.03113757260143757,1e-05,0.032080000000000004,1e-05,11.094000000000001,0.033,76.9231,62.5154,58.821,53858.258,0.11699999999999999,0.1804,0.0750276,0.09477360000000001,0.0268935,16.693660488,0.041432800000000006,0.00377169133602,0.000150555,-0.000239709,6.67346e-07,-3.29272e-06,52,126.3207,6.34618e-08,239.12719700000002,20.045931,20.045931,,35.7523,0.0567,0.0567,0.01,0.172,0.17600000000000002,0.099,64
2006bu,2006,64,0,,0.08192,1e-05,0.081,1e-05,11.048,0.044000000000000004,35.7187,32.2464,31.2491,53850.559,1.706,2.9254,0.6501,-0.10615899999999999,0.0402197,17.8462227337,0.0686527,0.00130473422709,7.92041e-05,0.00366767,-2.81837e-06,-1.8650400000000002e-06,10,6.4529,0.8415,208.19889799999999,5.31345,5.31345,,37.912,0.1266,0.1266,0.084,0.6609999999999999,2.667,-0.091,0
2006bw,2006,64,0,,0.0315963476896286,1e-05,0.029960000000000004,1e-05,10.356,0.131,71.4465,71.4116,52.6283,53850.297,0.016,-1.9514099999999999,0.1498,0.1271,0.0545217,16.8160099318,0.1147,0.00336972242371,0.000386644,0.000775396,-8.789910000000001e-06,-4.82881e-06,20,22.3257,0.381,218.486694,3.79884,3.79884,,35.476,0.1871,0.1871,-0.113,-0.606,-1.94,0.102,0
2006bz,2006,64,0,,0.029,1e-05,0.028110000000000003,1e-05,10.357000000000001,0.122,55.5506,47.6095,37.0446,53863.012,0.265,-4.34091,0.3081,0.584,0.030714799999999997,18.0802,0.03339280000000001,0.00105179,3.28514e-05,0.000666013,-1.02956e-06,-9.267700000000001e-07,28,110.8385,1.68184e-11,195.180679,27.961470000000002,27.961470000000002,,34.9892,0.0766,0.0766,-0.46,-6.007000000000001,-3.377,0.43700000000000006,67
2006cc,2006,64,0,,0.03294,1e-05,0.0328,1e-05,11.167,0.024,66.6861,66.6852,52.6352,53874.047,0.055999999999999994,0.2302,0.06830089999999998,0.3774,0.026364299999999997,17.6494216691,0.030287,0.0015639897711400002,4.73987e-05,-6.61784e-05,-9.47294e-08,-1.12346e-06,68,148.678,8.914019999999999e-08,242.48524500000002,43.12664,43.12664,,35.8389,0.0556,0.0556,0.047,0.845,0.21600000000000003,0.39799999999999996,66
2006cf,2006,64,0,,0.042775698006153114,1e-05,0.04154,1e-05,10.969000000000001,0.006999999999999999,62.5229,55.5709,55.5556,53874.176,0.527,-0.303269,0.2167,-0.0941355,0.0321793,16.7894822737,0.0407537,0.0034530010239899995,0.000130091,-0.00110505,6.41034e-06,-3.63046e-06,6,30.4482,7.85656e-05,163.510773,46.026790999999996,46.026790999999996,,36.366,0.0766,0.0766,0.047,0.618,-0.368,-0.076,64
2006cg,2006,64,0,,0.02878,1e-05,0.02791,1e-05,10.169,0.096,58.8302,50.0,47.6342,53864.973,1.268,-2.0958,0.3902,0.1106,0.0524159,16.1846106107,0.123,0.006027845034300001,0.000743583,0.000104688,5.58723e-05,-2.45811e-05,5,1.7726,0.9394,196.25993300000002,28.740311,28.740311,,34.8755,0.1303,0.1303,-0.557,-4.274,-1.736,-0.023,0
2006cj,2006,64,0,,0.0686,1e-05,0.06771,1e-05,10.89,0.11199999999999999,50.0098,41.6667,41.6627,53876.773,1.111,2.1207,0.6853,-0.0636468,0.029743000000000002,17.877424331700002,0.0359366,0.00126775297883,4.23084e-05,0.00184855,9.92156e-06,-9.41888e-07,30,13.6201,0.9971,194.852158,28.347601,28.347601,,37.6988,0.1002,0.1002,0.28,2.792,0.691,-0.017,0
2006cm,2006,64,0,,0.01526,1e-05,0.01634,1e-05,8.826,0.28,55.5416,50.0143,28.5723,53884.895,0.28800000000000003,0.1901,0.1582,0.9512,0.0295534,17.773,0.0453898,0.00139577,5.95879e-05,-0.000345914,8.40179e-07,-1.5144299999999998e-06,29,44.106,0.046648199999999994,320.07260099999996,-1.6839099999999998,-1.6839099999999998,,34.178,0.062,0.062,-0.073,-1.1740000000000002,0.266,0.9209999999999999,2
2006cp,2006,64,0,,0.02283080667257309,1e-05,0.0233,1e-05,10.177,0.377,66.6969,66.6667,62.4921,53897.75,0.073,0.3533,0.08008380000000001,0.082315,0.027637900000000003,15.754734378499998,0.0347398,0.00895617552209,0.000297499,-0.00018538799999999998,-1.7885400000000002e-06,-6.68191e-06,21,21.422,0.4948,184.812042,22.427191,22.427191,,34.8762,0.063,0.063,-0.157,-2.4859999999999998,0.42100000000000004,0.019,0
2006cq,2006,64,0,,0.04938001558184624,1e-05,0.0491,1e-05,11.165,0.38799999999999996,62.5085,58.8339,58.8243,53890.047,0.35100000000000003,-0.09182960000000001,0.5237,0.0184245,0.029194599999999998,17.3726001791,0.031745999999999996,0.0020182458317900003,6.20732e-05,0.00449183,-8.79924e-06,-1.5543100000000002e-06,10,12.0378,0.2825,201.104324,30.9562,30.9562,,36.6298,0.0832,0.0832,-0.063,-0.754,0.17800000000000002,0.008,0
2006cs,2006,64,0,,0.02479,1e-05,0.0241,1e-05,11.263,0.018000000000000002,40.006,34.4761,16.3924,53878.988,1.429,-4.232080000000001,0.3866,-0.45873,0.3537,15.9443,0.4032,0.007521,0.0033822,0.1033,-0.00109624,-0.00117119,6,1.8961,0.9654,206.39115900000002,35.610161,35.610161,,36.1011,0.5916,0.5916,0.9940000000000001,1.68,-3.832,0.121,3
2006cz,2006,64,0,,0.0394107922911644,1e-05,0.0383,1e-05,10.668,4.255,66.6821,52.654,52.6282,53906.676,0.026000000000000002,1.5335,0.4528,0.175,0.038490699999999996,16.804730876500003,0.0620481,0.00340484386138,0.000205657,-0.00198604,1.6493e-06,-5.42503e-06,5,21.7006,0.00137176,222.152679,-4.7419199999999995,-4.7419199999999995,,35.8041,0.1158,0.1158,-0.33299999999999996,-2.877,2.387,0.09699999999999999,64
2006D,2006,64,0,,0.009199359454214571,1e-05,0.00856,1e-05,9.467,4.066,100.0,90.9143,83.3222,53757.453,0.08,-1.54555,0.051902699999999996,0.014693600000000001,0.027664599999999998,13.890351750699999,0.040895999999999995,0.049872580411099994,0.0019279,-0.00032252,6.29216e-06,-4.3608e-05,43,38.2281,0.7165,193.141129,-9.775160000000001,-9.775160000000001,,32.9556,0.0594,0.0594,0.122,2.045,-1.588,0.065,0
2006ef,2006,64,0,,0.017359647899866104,1e-05,0.017,1e-05,10.562000000000001,0.099,32.26,30.3024,22.2214,53969.309,0.624,-1.16202,0.2075,-0.0314113,0.041993199999999994,15.227158153900001,0.0809536,0.014558746978200001,0.0011352,0.00393192,-0.000148397,-4.27116e-05,29,9.232,0.9999,31.081369,-8.72847,-8.72847,,34.4891,0.07,0.07,0.151,2.16,-1.3119999999999998,0.022000000000000002,0
2006ej,2006,64,0,,0.020089244470000267,1e-05,0.020380000000000002,1e-05,10.65,0.40399999999999997,83.3408,66.6883,62.5075,53975.605,0.33799999999999997,-1.09806,0.083112,0.00655158,0.0286751,15.516986335699999,0.0390887,0.011147923862000001,0.000412814,-0.000579555,7.81488e-06,-9.65968e-06,26,70.7033,8.898e-06,9.74922,-9.01595,-9.01595,,34.6702,0.0641,0.0641,-0.068,-1.065,-1.065,-0.022000000000000002,64
2006em,2006,64,0,,0.01849,1e-05,0.0192,1e-05,11.356,2.8480000000000003,55.561,35.7219,11.496,53967.301,0.496,-2.30461,0.1364,0.393,0.0630768,17.3427837716,0.0994453,0.00207435265476,0.00021089,0.00155212,-1.1225899999999999e-05,-1.2033299999999999e-05,30,78.1249,6.07186e-06,36.434639000000004,41.942101,41.942101,,35.129,0.1097,0.1097,0.522,4.7589999999999995,-2.464,0.645,66
2006en,2006,64,0,,0.03148936480283737,1e-05,0.031939999999999996,1e-05,11.058,0.04,66.6795,62.5129,58.8471,53973.148,0.447,-0.439125,0.1055,0.0508406,0.0304449,16.5716910641,0.05469580000000001,0.00422009997808,0.000223467,-0.000625793,6.00024e-06,-5.5050199999999995e-06,29,58.5368,0.0013794,347.521057,30.22328,30.22328,,35.6798,0.0613,0.0613,-0.053,-0.8640000000000001,-0.41200000000000003,0.028999999999999998,64
2006et,2006,64,0,,0.022282976657152176,1e-05,0.021419999999999998,1e-05,10.329,4.058,55.5451,43.4792,41.6676,53994.453,0.217,0.7727,0.1492,0.1652,0.0289587,15.7513968828,0.03466930000000001,0.00898354513394,0.000296852,-0.00014961,-7.065930000000001e-06,-7.45148e-06,22,18.2298,0.7449,10.69075,-23.558281,-23.558281,,34.6746,0.0676,0.0676,-0.172,-2.55,0.941,0.1,0
2006eu,2006,64,0,,0.02234500460326672,1e-05,0.0226,1e-05,10.612,3.7510000000000003,27.0259,24.3916,23.2614,53974.335999999996,0.639,-0.7608090000000001,0.1878,0.0691957,0.0492287,15.5804102837,0.1268,0.010515335486899998,0.00132515,0.000318123,-3.9734099999999996e-05,-5.92517e-05,27,93.9986,4.650310000000001e-09,300.713104,49.317268,49.317268,,34.5866,0.0751,0.0751,-0.38,-5.0569999999999995,-0.21899999999999997,-0.022000000000000002,64
2006ev,2006,64,0,,0.027954697608947757,1e-05,0.0268,1e-05,10.347000000000001,4.225,45.4527,39.9935,37.0336,53988.515999999996,0.951,-1.42759,0.2026,0.035843,0.051091500000000005,16.6369369821,0.1087,0.0039739801305,0.000424866,0.0006575180000000001,-1.7526400000000002e-05,-1.15527e-05,18,12.1976,0.877,322.747192,13.98925,13.98925,,35.6531,0.1434,0.1434,0.311,2.167,-1.556,0.109,0
2006gj,2006,64,0,,0.027416316792368892,1e-05,0.0282,1e-05,10.357999999999999,4.158,47.6173,45.4407,29.4052,53999.504,0.243,-2.24234,0.1743,0.3403,0.0362536,17.4660398117,0.06425080000000001,0.00185182323567,0.00011828299999999999,-4.1199099999999997e-05,-2.2334599999999996e-06,-3.32735e-06,28,24.8971,0.6836,49.39883,-1.6917200000000001,-1.6917200000000001,,35.4243,0.0796,0.0796,-0.031,-0.387,-2.214,0.33,2
