CID,CIDint,IDSURVEY,TYPE,FIELD,zHD,zHDERR,z,zERR,HOST_LOGMASS,HOST_LOGMASS_ERR,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RA,DECL,TGAPMAX,MU,MUERR,MUERR_NOSIGMB,MURES,MUPULL,sbar,cbar,ERRCODE,Unnamed: 41
12930,12930,1,120,82N,0.14606,1e-05,0.14717,1e-05,10.896,0.055,40.1997,29.3272,18.3686,53979.691,0.364,1.8872,0.4024,0.0156581,0.034921100000000004,19.6807651538,0.0598097,0.00024082383717900001,1.23523e-05,0.00355161,-2.16478e-06,-3.2747799999999996e-07,29,24.6691,0.7409,-50.317291,-0.47459799999999996,-0.47459799999999996,,39.2236,0.0921,0.0921,0.004,0.044000000000000004,1.88,0.016,0
12971,12971,1,120,82S,0.2338,1e-05,0.23524,1e-05,11.598,0.099,31.9089,24.0987,14.2361,53976.640999999996,1.121,1.1756,0.5602,-0.0912806,0.036738,20.455772725,0.0398042,0.00011794553867799999,4.15929e-06,-0.00285387,-2.7553000000000003e-07,-9.51832e-08,32,17.385,0.9834,6.648417,-0.302136,-0.302136,,40.2305,0.1354,0.1354,-0.121,-0.89,1.5430000000000001,-0.11599999999999999,0
12977,12977,1,120,82S,0.24643,1e-05,0.2478,1e-05,9.614,0.095,22.5836,18.0528,13.0223,53994.895,0.807,0.0778738,0.4989,-0.0505672,0.03906130000000001,20.885848212,0.0393395,7.93675510448e-05,2.95243e-06,-0.000810191,-2.5575700000000003e-07,-7.199969999999999e-08,41,22.7497,0.9933,13.695533,-0.25095500000000004,-0.25095500000000004,,40.3807,0.1294,0.1294,-0.098,-0.76,0.321,-0.07400000000000001,0
13025,13025,1,120,82N+82S,0.22286,1e-05,0.22436,1e-05,10.836,0.052,15.4433,15.2329,14.6261,53990.676,0.45299999999999996,0.7387,0.3108,0.033498599999999996,0.033799,20.9932368593,0.0550956,7.18958871217e-05,3.8143199999999998e-06,0.00158275,-3.49402e-07,-8.80867e-08,77,51.2376,0.9896,-18.4328,0.415785,0.415785,,40.32,0.0897,0.0897,0.085,0.9470000000000001,0.594,0.054000000000000006,0
13045,13045,1,120,82S,0.17915,1e-05,0.1806,1e-05,10.574,0.063,24.1011,21.6873,14.434,53993.332,0.708,-0.10890899999999999,0.3837,0.0544678,0.033228,20.4390836593,0.0486413,0.00011977191538500001,5.6649199999999995e-06,-0.00020339599999999998,1.1651099999999999e-07,-1.3965400000000001e-07,52,80.6175,0.00857231,-14.975128,0.537593,0.537593,,39.5822,0.0904,0.0904,-0.128,-1.412,0.207,0.02,64
13070,13070,1,120,82S,0.19718,1e-05,0.19863,1e-05,10.267,0.053,31.914,25.8282,15.927,53986.598,0.254,0.9601,0.2749,-0.142097,0.032172900000000004,20.0165077804,0.0438461,0.000176764060394,6.883380000000001e-06,0.00223524,-1.1107e-06,-1.6390599999999999e-07,44,35.8512,0.8042,-2.2149959999999997,-0.746445,-0.746445,,39.9186,0.0833,0.0833,-0.02,-0.23800000000000002,0.992,-0.14800000000000002,0
13072,13072,1,120,82S,0.22916,1e-05,0.23063000000000003,1e-05,10.874,54.96,16.1583,15.9186,11.1255,53988.949,0.485,0.4368,0.4061,-0.015485599999999999,0.0451957,20.841953655,0.066724,8.26421154756e-05,5.31317e-06,0.00377881,-1.10583e-06,-1.59642e-07,37,20.19,0.9889,-25.04071,0.024393,0.024393,,40.2783,0.1246,0.1246,-0.024,-0.19399999999999998,0.479,-0.022000000000000002,0
13099,13099,1,120,82S,0.26450999999999997,1e-05,0.26603000000000004,1e-05,10.86,0.08,14.4297,11.6221,8.5396,53995.195,1.167,0.3697,0.7491,-0.024675799999999998,0.046176999999999996,21.279811176,0.0518135,5.52194943919e-05,2.74574e-06,0.000107191,-2.64797e-07,-6.99597e-08,44,52.6174,0.175,-0.181396,-1.250436,-1.250436,,40.7352,0.165,0.165,0.08,0.488,0.127,-0.009000000000000001,0
13135,13135,1,120,82N+82S,0.10337,1e-05,0.10467,1e-05,11.134,0.081,72.3765,63.8598,60.3107,54003.621,0.06,-1.40439,0.0700302,-0.05185830000000001,0.0156934,19.095216559100002,0.0244807,0.00041296944584599994,9.317289999999999e-06,2.82636e-05,-8.485510000000002e-08,-1.07964e-07,118,103.4042,0.8286,4.172144,-0.42463500000000004,-0.42463500000000004,,38.3865,0.0366,0.0366,-0.033,-0.9109999999999999,-1.383,-0.064,0
13305,13305,1,120,82N,0.21338000000000001,1e-05,0.21481,1e-05,10.055,0.073,23.0709,20.0715,13.8727,54003.898,0.27,1.0009,0.3048,-0.0132989,0.0339614,20.5621911138,0.0458668,0.00010693194582200002,4.57301e-06,0.00128933,-5.22992e-07,-1.07518e-07,49,40.5815,0.8266,-28.899566999999998,0.691105,0.691105,,40.0708,0.0931,0.0931,-0.057999999999999996,-0.624,1.099,-0.028999999999999998,0
13354,13354,1,120,82N,0.15653,1e-05,0.15763,1e-05,10.472,0.07,41.7396,37.4221,25.2186,54006.585999999996,0.17300000000000001,1.0525,0.1664,0.0876307,0.027403399999999998,20.0376553081,0.03678119999999999,0.00017335290397500001,6.03828e-06,0.000524877,-2.40964e-07,-1.29779e-07,56,71.8475,0.07530039999999999,27.564737,-0.8873530000000001,-0.8873530000000001,,39.2405,0.0642,0.0642,-0.142,-2.217,1.183,0.037000000000000005,0
13506,13506,1,120,82S,0.2434,1e-05,0.24461999999999998,1e-05,10.19,0.081,13.3365,10.364,8.7215,54000.598,0.544,-0.131426,0.6585,0.1368,0.047698000000000004,21.6599580448,0.05819969999999999,3.89056898205e-05,2.41482e-06,0.00698887,-9.33386e-07,-7.414110000000001e-08,50,56.0438,0.2914,25.243225,-0.727912,-0.727912,,40.5447,0.1527,0.1527,0.09699999999999999,0.638,-0.4,0.153,0
13511,13511,1,120,82S,0.23651999999999998,1e-05,0.23744,1e-05,11.411,0.122,15.6753,14.615,9.6909,54002.637,0.325,-1.5348,0.4636,-0.0960018,0.0412087,21.173204877,0.0474973,6.09136264278e-05,2.6915100000000003e-06,0.00364916,-6.36939e-07,-6.84322e-08,53,53.8917,0.4786,40.612244,-0.794194,-0.794194,,40.5831,0.1236,0.1236,0.209,1.692,-1.945,-0.048,0
13641,13641,1,120,82N,0.20851999999999998,1e-05,0.21,1e-05,-9.0,-9.0,24.6459,24.0995,15.0309,54004.855,0.297,1.0357,0.2928,-0.0328167,0.033058300000000006,20.4725301078,0.043463199999999994,0.000116138108832,4.66989e-06,0.00087948,-4.24696e-07,-1.08461e-07,47,36.0313,0.8777,-14.781342,-0.9812190000000001,-0.9812190000000001,,40.0465,0.0903,0.0903,-0.027000000000000003,-0.301,1.082,-0.040999999999999995,0
13655,13655,1,120,82N,0.25104,1e-05,0.252,1e-05,11.238,0.132,11.589,10.7742,7.3251,53999.875,0.5710000000000001,-1.30035,0.6217,0.08417519999999999,0.0501249,21.8020947506,0.053207000000000004,3.41310190168e-05,1.94804e-06,0.00424372,-5.61218e-07,-5.6409799999999996e-08,52,37.3147,0.9378,39.020111,-0.994258,-0.994258,,40.6863,0.1605,0.1605,0.166,1.033,-1.676,0.11900000000000001,0
13727,13727,1,120,82S,0.22534,1e-05,0.22664,1e-05,9.953,0.084,23.5698,17.7622,11.6187,54004.953,0.184,1.3215,0.3469,-0.0525889,0.038754199999999996,20.5389615023,0.0628203,0.0001092497524,6.20304e-06,0.00209538,-6.416970000000001e-07,-1.59695e-07,46,45.9905,0.4727,-42.411957,0.932557,0.932557,,40.2142,0.1035,0.1035,-0.046,-0.441,1.395,-0.065,0
13757,13757,1,120,82S,0.28742,1e-05,0.289,1e-05,-9.0,-9.0,18.6776,16.1538,11.3589,53993.637,0.614,1.2093,0.4471,-0.169525,0.0425504,20.81541741,0.0497864,8.46907556673e-05,3.3833300000000003e-06,0.00179356,-6.01368e-07,-7.78118e-08,62,51.4904,0.8497,-9.876953,-1.157918,-1.157918,,40.8374,0.1327,0.1327,-0.023,-0.17600000000000002,1.251,-0.17600000000000002,0
13830,13830,1,120,82S,0.32984,1e-05,0.33147,1e-05,11.174,0.075,11.6047,8.8052,7.9999,53991.0,0.76,1.2583,0.6521,-0.0235337,0.05418819999999999,21.333711961600002,0.077664,5.25429692203e-05,3.7387e-06,0.0116846,-1.81028e-06,-1.14019e-07,61,41.2931,0.9802,-8.438385,-0.38233,-0.38233,,40.91,0.1681,0.1681,-0.295,-1.756,1.895,-0.077,0
13835,13835,1,120,82S,0.24603000000000003,1e-05,0.24749000000000002,1e-05,10.507,0.06,23.5747,19.3482,12.4293,54011.469000000005,0.272,0.6414,0.2553,-0.077377,0.035141900000000004,20.7783367178,0.0372245,8.76301059841e-05,2.99308e-06,0.00123739,-2.72881e-07,-6.94802e-08,51,36.9289,0.9305,6.059591999999999,-0.248315,-0.248315,,40.4352,0.0952,0.0952,-0.040999999999999995,-0.429,0.682,-0.09,0
13894,13894,1,120,82N,0.11965999999999999,1e-05,0.121,1e-05,9.424,0.105,33.9081,31.0037,20.4539,54013.684,0.15,0.737,0.1696,0.161,0.027729200000000002,20.0771143497,0.0492952,0.00016716554030899998,7.98306e-06,0.000704742,-2.51743e-07,-1.7007100000000001e-07,70,56.9556,0.8691,1.6905009999999998,-0.036857,-0.036857,,39.0084,0.0603,0.0603,0.25,4.15,0.499,0.242,0
13934,13934,1,120,82N,0.32931,1e-05,0.33093,1e-05,10.791,0.119,6.2825,6.0577,5.2036,54007.390999999996,0.929,-0.716379,0.8506,-0.10628499999999999,0.0751694,21.9325493479,0.0909918,3.02665595641e-05,2.68082e-06,0.012774700000000002,-1.2374600000000002e-06,-5.96905e-08,69,41.0291,0.997,-17.88916,-0.435432,-0.435432,,41.489,0.2565,0.2565,0.28800000000000003,1.123,-1.179,-0.047,0
14157,14157,1,120,82S,0.21081999999999998,1e-05,0.2115,1e-05,11.127,0.062,32.8771,22.5882,14.628,54013.941,0.26,1.1543,0.2743,-0.06175830000000001,0.035498199999999994,20.1797607052,0.06820830000000001,0.000152091329243,9.521669999999999e-06,0.0009667160000000001,-5.59745e-07,-2.4274599999999997e-07,62,76.6587,0.09961,51.136596999999995,1.0223,1.0223,,39.86,0.088,0.088,-0.231,-2.625,1.5,-0.12300000000000001,0
14212,14212,1,120,82N+82S,0.20307999999999998,1e-05,0.20449,1e-05,10.497,0.105,20.4539,17.7642,11.3794,54012.965,0.191,-0.311897,0.1805,-0.032062099999999996,0.0331168,20.6540225404,0.045108300000000004,9.82605616385e-05,4.22448e-06,0.000811225,-2.09221e-07,-1.0015599999999999e-07,110,104.6318,0.6266,-29.529968,1.0449110000000001,1.0449110000000001,,40.037,0.0802,0.0802,0.027999999999999997,0.349,-0.33,-0.023,0
14261,14261,1,120,82N,0.28436,1e-05,0.28585,1e-05,9.135,0.076,12.5763,10.385,8.4627,54018.883,0.387,0.6851,0.4868,-0.041545900000000004,0.0463221,21.0703741404,0.0696322,6.69624032341e-05,4.4131300000000006e-06,0.00649989,-1.18743e-06,-1.2687e-07,68,44.4311,0.9906,-31.759705,0.25372,0.25372,,40.6223,0.1318,0.1318,-0.21100000000000002,-1.6019999999999999,1.08,-0.087,0
14284,14284,1,120,82N,0.18037,1e-05,0.18107,1e-05,10.572,0.078,40.1989,25.8304,20.0739,54014.578,0.161,-0.291218,0.1742,-0.06825679999999999,0.024521099999999997,19.9461612692,0.0405096,0.00018859941573500002,7.113530000000001e-06,0.000559857,-2.9806799999999997e-07,-1.19747e-07,72,98.3361,0.0213384,49.049213,-0.601054,-0.601054,,39.4442,0.0614,0.0614,-0.271,-4.408,0.013999999999999999,-0.147,0
14298,14298,1,120,82N,0.2607,1e-05,0.262,1e-05,-9.0,-9.0,16.4032,12.281,7.2597,54012.543,0.35100000000000003,1.3555,0.4027,-0.0830429,0.043613099999999995,20.8932544078,0.055985400000000005,7.88347082725e-05,3.8139499999999997e-06,0.00151217,-6.420350000000001e-07,-8.544269999999999e-08,51,27.5725,0.9979,-45.10498,1.223173,1.223173,,40.6676,0.1345,0.1345,0.051,0.377,1.2819999999999998,-0.071,0
14318,14318,1,120,82N,0.0567016638815403,1e-05,0.057870000000000005,1e-05,10.136,0.079,98.7004,63.8631,24.6677,54072.145,0.019,0.9544,0.269,0.028959600000000002,0.0308972,17.5118635147,0.0653975,0.0017753106529,0.00011009299999999999,0.00197343,-2.12552e-05,-1.95003e-06,5,3.5565,0.7364,-19.574951000000002,-0.137062,-0.137062,,36.8828,0.0983,0.0983,-0.18,-1.834,1.274,0.001,0
14437,14437,1,120,82S,0.14792,1e-05,0.14927,1e-05,10.186,0.117,41.7501,38.7637,24.6514,54009.898,0.124,0.6228,0.1253,-0.100815,0.0253079,19.4163681972,0.0551769,0.00030722241589200005,1.56371e-05,0.00027318,-2.0917200000000002e-07,-2.90369e-07,76,73.425,0.5624,-27.919128000000004,-1.196416,-1.196416,,39.1433,0.0559,0.0559,-0.11,-1.966,0.6970000000000001,-0.134,0
14456,14456,1,120,82N+82S,0.32793,1e-05,0.32955999999999996,1e-05,11.095,0.176,8.49,6.9102,6.7268,54018.609000000004,0.47600000000000003,-0.053120299999999995,0.5752,-0.0343596,0.0504189,21.6287455452,0.0722422,4.00390939838e-05,2.94454e-06,0.00652576,-9.395340000000001e-07,-7.504639999999999e-08,135,98.3755,0.9924,-16.448944,1.0505870000000002,1.0505870000000002,,41.055,0.1617,0.1617,-0.135,-0.838,0.217,-0.06,0
14481,14481,1,120,82N+82S,0.24206,1e-05,0.24354,1e-05,11.215,0.112,12.7067,10.692,7.0985,54020.074,0.32799999999999996,-1.02647,0.3987,-0.15865,0.0502343,21.0279293479,0.061074800000000005,6.96368854467e-05,3.7703500000000002e-06,0.00553088,-1.0126e-06,-1.04603e-07,55,49.8316,0.6718,2.681593,0.201126,0.201126,,40.7032,0.1426,0.1426,0.267,1.871,-1.2990000000000002,-0.08800000000000001,0
14816,14816,1,120,82S,0.10589000000000001,1e-05,0.10722000000000001,1e-05,10.613,0.068,57.136,49.3434,36.1756,54021.316,0.09300000000000001,-0.663337,0.09336,0.023806,0.0233071,19.1073900108,0.042070300000000005,0.00040837121191800006,1.6186199999999998e-05,0.000291419,-3.1432200000000003e-07,-2.84305e-07,71,119.5356,0.000278486,-23.283752,0.505998,0.505998,,38.2679,0.0504,0.0504,-0.209,-4.152,-0.568,-0.049,64
14846,14846,1,120,82S,0.22334,1e-05,0.22476,1e-05,11.075,0.059,25.2138,20.0676,14.421,54024.98,0.298,0.6706,0.3004,-0.0461772,0.035929,20.6627325059,0.0411032,9.74777369419e-05,3.74314e-06,0.00139487,-5.33663e-07,-8.957499999999999e-08,40,20.3022,0.9959,7.6631860000000005,0.141477,0.141477,,40.2269,0.1009,0.1009,-0.012,-0.12300000000000001,0.69,-0.05,0
14984,14984,1,120,82N,0.1828,1e-05,0.184,1e-05,10.395,0.065,22.5815,21.2548,13.6869,54024.879,0.25,1.0268,0.3286,0.06881330000000001,0.0346319,20.6077608692,0.060776699999999996,0.000102541198265,5.952609999999999e-06,0.00162048,-5.16914e-07,-1.45793e-07,58,41.0685,0.9635,-46.166503999999996,-0.092829,-0.092829,,39.8654,0.0904,0.0904,0.11199999999999999,1.238,0.816,0.095,0
15132,15132,1,120,82S,0.15304,1e-05,0.15438,1e-05,11.224,54.255,63.8585,47.1929,21.2665,54026.508,0.142,1.0693,0.1515,-0.129609,0.0222937,19.447797562,0.0356925,0.00029846478303900004,9.55307e-06,5.56955e-05,-2.36543e-07,-1.4779899999999999e-07,62,58.682,0.5961,-30.299834999999998,0.19763699999999998,0.19763699999999998,,39.3264,0.0574,0.0574,-0.006999999999999999,-0.11800000000000001,1.079,-0.132,0
15171,15171,1,120,82S,0.13818,1e-05,0.1392,1e-05,8.85,0.142,57.1361,38.7631,24.104,54029.148,0.139,0.6685,0.1491,-0.07682169999999999,0.0257553,19.38726242,0.0618493,0.000315577621143,1.81907e-05,0.00026526400000000003,-1.47832e-07,-3.58623e-07,65,81.6916,0.0789812,-55.207489,-1.06454,-1.06454,,39.0461,0.0547,0.0547,-0.042,-0.7609999999999999,0.7090000000000001,-0.08800000000000001,0
15201,15201,1,120,82N+82S,0.20735,1e-05,0.20881,1e-05,11.312,0.09,11.3343,10.8969,10.1705,54028.405999999995,0.415,-1.23496,0.4994,0.1008,0.038926499999999996,21.634347,0.0548086,3.98328525318e-05,2.26106e-06,0.00213558,-3.93312e-07,-5.24183e-08,84,76.496,0.7072,-22.480591,0.003593,0.003593,,40.4762,0.1247,0.1247,0.41600000000000004,3.341,-2.278,0.18,0
15203,15203,1,120,82S,0.20313,1e-05,0.20444,1e-05,10.219,0.069,29.3154,23.5774,16.1633,54027.102,0.281,1.12,0.2763,-0.0006805219999999999,0.0322923,20.4408500282,0.0400217,0.00011957750269099999,4.429430000000001e-06,0.000851418,-4.21899e-07,-1.0222200000000001e-07,47,45.9221,0.5172,15.73466,0.183016,0.183016,,39.927,0.0878,0.0878,-0.081,-0.927,1.247,-0.024,0
15222,15222,1,120,82N,0.19801,1e-05,0.19943,1e-05,11.571,0.11,25.8225,19.3548,13.3574,54031.148,0.26,-1.32971,0.2902,0.020849200000000002,0.0356223,20.7310433621,0.0409653,9.15368799615e-05,3.6789499999999997e-06,0.0008379889999999999,-3.55429e-07,-8.90703e-08,36,22.2496,0.9736,2.853199,0.702671,0.702671,,39.8074,0.0982,0.0982,-0.141,-1.433,-1.1320000000000001,-0.02,0
15229,15229,1,120,82N,0.22255999999999998,1e-05,0.224,1e-05,9.165,0.109,27.112,16.6663,10.9256,54033.223,0.402,0.7006,0.3081,-0.035112800000000007,0.0368171,20.747509101400002,0.0396107,9.01563287133e-05,3.3459100000000003e-06,0.0007799230000000001,-3.85672e-07,-7.65245e-08,36,34.1231,0.6047,4.831947,1.090589,1.090589,,40.2816,0.1069,0.1069,0.051,0.473,0.634,-0.021,0
15356,15356,1,120,82N,0.2734,1e-05,0.27493,1e-05,10.743,0.166,15.6775,12.2835,8.47,54029.25,0.47700000000000004,-0.610996,0.5047,-0.0488232,0.045601499999999996,21.209139608599997,0.054185699999999996,5.89335570493e-05,3.12537e-06,0.00398456,-6.24624e-07,-7.82198e-08,52,61.4918,0.1726,-24.946747,0.40983800000000004,0.40983800000000004,,40.6021,0.1383,0.1383,-0.134,-0.972,-0.364,-0.08,0
15365,15365,1,120,82N,0.18650999999999998,1e-05,0.18796,1e-05,11.178,0.075,31.9171,19.0265,12.5928,54038.129,0.19,0.792,0.2346,-0.052849400000000005,0.0270865,20.22133084,0.035975099999999996,0.000146377436601,4.8737099999999995e-06,0.00100315,-4.5702300000000003e-07,-8.17619e-08,47,44.8347,0.5627,-5.44342,1.248996,1.248996,,39.8232,0.0759,0.0759,0.018000000000000002,0.242,0.768,-0.048,0
15425,15425,1,120,82S,0.15935,1e-05,0.15989,1e-05,10.526,0.062,41.7472,33.9164,20.0824,54038.07,0.155,0.9836,0.1714,-0.00310987,0.0260954,19.6462183328,0.0578043,0.000248595678562,1.35079e-05,0.000636,-3.0565e-07,-2.61271e-07,62,77.4011,0.08988099999999999,55.56103100000001,0.478204,0.478204,,39.1208,0.0579,0.0579,-0.29600000000000004,-5.1160000000000005,1.2919999999999998,-0.081,0
15433,15433,1,120,82S,0.21935,1e-05,0.22068000000000002,1e-05,10.806,0.088,24.6468,19.3582,12.4274,54037.414000000004,0.255,-0.0446926,0.2709,-0.0672209,0.0353788,20.6660722956,0.0392416,9.71803212258e-05,3.56896e-06,0.00121079,-3.57609e-07,-8.196060000000001e-08,41,37.2431,0.6383,14.879622,-0.256617,-0.256617,,40.1954,0.0972,0.0972,0.001,0.008,-0.044000000000000004,-0.067,0
15453,15453,1,120,82N,0.17373,1e-05,0.175,1e-05,8.989,0.147,33.9065,22.1258,14.046,54038.18,0.184,1.1512,0.2573,-0.023924400000000002,0.0281401,20.2574289963,0.044317,0.00014159342650100002,5.78568e-06,0.00177954,-6.25861e-07,-1.10496e-07,43,29.1236,0.9477,-40.331787,-1.0243790000000002,-1.0243790000000002,,39.8199,0.0736,0.0736,0.187,2.54,0.858,0.023,0
15466,15466,1,120,82N,0.24436,1e-05,0.24566999999999997,1e-05,10.622,0.073,13.676,11.4802,8.5199,54036.633,0.39899999999999997,-1.07178,0.4145,0.021701599999999998,0.0484154,21.1395649768,0.07542489999999999,6.28296590513e-05,4.872519999999999e-06,0.0033653,-6.61712e-07,-1.48456e-07,38,26.7246,0.9148,-42.355042,-0.12328499999999999,-0.12328499999999999,,40.2494,0.1318,0.1318,-0.20800000000000002,-1.5819999999999999,-0.769,-0.028999999999999998,0
15508,15508,1,120,82N,0.13352999999999998,1e-05,0.1346,1e-05,9.964,0.068,63.8597,43.4193,28.5518,54041.562000000005,0.09300000000000001,0.883,0.1066,-0.055867099999999996,0.021709299999999997,19.3200316275,0.0303166,0.000335724440156,9.365889999999999e-06,0.00028189400000000004,-1.89629e-07,-1.5108e-07,42,47.9734,0.2435,27.168861,-0.576665,-0.576665,,38.944,0.0507,0.0507,-0.064,-1.271,0.917,-0.08,0
15584,15584,1,120,82S,0.28331999999999996,1e-05,0.28422,1e-05,10.9,0.124,15.4499,11.9954,8.6002,54038.207,0.39899999999999997,0.3901,0.4236,-0.054258400000000005,0.044656,21.1751047524,0.0585591,6.08070006076e-05,3.3787e-06,0.00349821,-5.28495e-07,-8.12038e-08,65,47.0173,0.9547,43.495358,0.986908,0.986908,,40.7251,0.1301,0.1301,-0.094,-0.723,0.524,-0.078,0
15648,15648,1,120,82N,0.17382999999999998,1e-05,0.17502,1e-05,11.339,0.084,15.9257,14.818,8.6126,54042.574,0.292,-1.3658,0.3563,0.106,0.0491351,20.8406619644,0.0775498,8.27422232962e-05,6.57189e-06,0.00675695,-1.10382e-06,-2.43929e-07,42,33.7875,0.8128,-46.281708,-0.194879,-0.194879,,39.648,0.1071,0.1071,0.015,0.139,-1.379,0.11,0
15674,15674,1,120,82N,0.19654000000000002,1e-05,0.198,1e-05,-9.0,-9.0,18.3689,14.8301,11.031,54040.280999999995,0.237,-0.3461,0.3081,-0.00580259,0.038517800000000005,20.765949005,0.056384800000000006,8.86357742004e-05,4.8318300000000005e-06,0.0037293,-6.88359e-07,-1.28364e-07,43,31.133,0.911,-19.170898,0.262788,0.262788,,40.0627,0.0948,0.0948,0.132,1.391,-0.494,0.031,0
15704,15704,1,120,82N,0.36951999999999996,1e-05,0.37055,1e-05,10.933,0.115,9.0943,7.8421,4.5292,54043.215,0.243,0.074686,0.5827,-0.180796,0.0549134,21.6943218513,0.06526230000000001,3.76934905463e-05,2.12212e-06,0.010642700000000001,-7.083799999999999e-07,-1.9419999999999998e-08,42,29.8995,0.9351,40.210705,0.6587029999999999,0.6587029999999999,,41.5924,0.1799,0.1799,0.105,0.581,-0.037000000000000005,-0.157,0
15872,15872,1,120,82S,0.20548000000000002,1e-05,0.20646,1e-05,9.66,0.089,22.1378,19.7142,13.3706,54047.773,0.20800000000000002,0.7579,0.3065,-0.0727577,0.035986699999999996,20.2606057525,0.0451476,0.00014117354394,5.8814999999999995e-06,0.00356408,-1.02691e-06,-1.59671e-07,26,19.3539,0.8211,36.722439,-0.32791,-0.32791,,39.9194,0.0885,0.0885,-0.113,-1.274,0.903,-0.106,0
15897,15897,1,120,82N,0.17357,1e-05,0.17489000000000002,1e-05,10.816,0.088,19.3589,18.066,13.029,54041.543,0.222,-2.40814,0.2571,0.00708392,0.036300900000000004,20.648463662,0.04201130000000001,9.87637188167e-05,4.03139e-06,0.00162428,-3.86408e-07,-1.0447100000000001e-07,46,45.8248,0.4795,11.681448,-1.032943,-1.032943,,39.6166,0.0926,0.0926,-0.015,-0.159,-2.392,0.002,0
16069,16069,1,120,82N,0.12688,1e-05,0.12825,1e-05,10.837,0.05,37.426,37.4249,23.5783,54050.723,0.193,0.8789,0.2214,0.1547,0.027248,19.857379489,0.0443154,0.000204676145442,8.72053e-06,0.00160641,-5.165890000000001e-07,-1.85321e-07,32,43.7151,0.08114589999999999,-18.754027999999998,-1.006684,-1.006684,,38.828,0.0593,0.0593,-0.067,-1.124,0.968,0.134,0
16072,16072,1,120,82N,0.28434,1e-05,0.28586,1e-05,10.943,0.106,11.8809,8.6407,7.837,54046.949,0.539,0.2839,0.6659,-0.0350546,0.0545853,21.2773014907,0.0708233,5.53476690565e-05,3.80219e-06,0.015177000000000001,-1.8105599999999998e-06,-1.31516e-07,40,31.5761,0.8268,3.1243689999999997,-0.9773700000000001,-0.9773700000000001,,40.7528,0.1538,0.1538,-0.081,-0.525,0.45899999999999996,-0.051,0
16100,16100,1,120,82N,0.19392,1e-05,0.195,1e-05,9.661,0.157,16.1548,15.7013,11.2535,54048.039000000004,0.258,-0.40474299999999996,0.3616,0.04731780000000001,0.0381172,20.8301227829,0.047913300000000006,8.35489720825e-05,3.9215699999999995e-06,0.00515696,-8.23337e-07,-1.11457e-07,36,48.4718,0.0800926,30.436190000000003,-1.032476,-1.032476,,39.954,0.0931,0.0931,0.06,0.647,-0.493,0.063,0
16185,16185,1,120,82S,0.10017999999999999,1e-05,0.10137,1e-05,9.716,0.087,63.8591,47.1949,30.1411,54053.91,0.14800000000000002,-2.2305900000000003,0.2149,0.0596477,0.025547999999999998,19.5183072726,0.0355961,0.000279702056717,9.40753e-06,0.000877167,-4.36114e-07,-1.8066800000000001e-07,32,48.6121,0.0301876,16.867998,-0.269445,-0.269445,,38.3482,0.0623,0.0623,0.003,0.044000000000000004,-2.233,0.06,0
16232,16232,1,120,82N,0.37425,1e-05,0.37572,1e-05,10.651,0.173,6.8174,5.1361,4.7323,54045.309,0.883,0.015364700000000002,0.8822,-0.126799,0.07531360000000001,21.853997458400002,0.086969,3.25399754628e-05,2.65733e-06,0.0324728,-1.6114e-06,-8.82951e-08,44,33.2425,0.8817,17.205289999999998,-0.98967,-0.98967,,41.5764,0.215,0.215,0.053,0.248,-0.054000000000000006,-0.115,0
16259,16259,1,120,82S,0.11771,1e-05,0.11907999999999999,1e-05,11.223,0.063,51.6898,36.1789,24.6548,54052.293,0.201,-1.5095,0.2227,0.0737701,0.027783,19.7896224488,0.0373847,0.00021783700716,7.791269999999999e-06,0.00107297,-3.04429e-07,-1.6541599999999998e-07,26,27.1194,0.4031,-7.970215,0.856296,0.856296,,38.6768,0.0654,0.0654,-0.044000000000000004,-0.669,-1.456,0.059000000000000004,0
16276,16276,1,120,82S,0.19175999999999999,1e-05,0.193,1e-05,9.288,0.2,28.5492,20.0757,12.8833,54057.379,0.37799999999999995,-0.0185327,0.5797,-0.026664599999999997,0.0317807,20.4782097253,0.0389107,0.00011553150712100001,4.26005e-06,0.00664017,-1.1552799999999998e-06,-9.46395e-08,30,14.8337,0.9906,20.578613,1.01054,1.01054,,39.8855,0.0983,0.0983,0.017,0.17,-0.078,-0.025,0
16280,16280,1,120,82S,0.03663299605250359,1e-05,0.03816,1e-05,10.203,0.062,90.4749,77.5501,17.2205,54057.734000000004,0.124,-2.58196,0.2491,0.2361,0.025183900000000002,17.8407739323,0.0372466,0.0013112361914300002,4.34615e-05,0.00142646,-2.63243e-06,-7.71416e-07,19,59.3037,4.98425e-06,14.121588000000001,-1.226804,-1.226804,,36.0746,0.0634,0.0634,-0.055,-0.86,-2.495,0.221,64
